"F","mF","Isq_unweighted","Isq_weighted"
23.9798616410607,33.319153468629,0.548514425059248,0.369245488334375
45.0756496395852,33.319153468629,0.548514425059248,0.369245488334375
52.9977091362965,33.319153468629,0.548514425059248,0.369245488334375
20.6741814816368,33.319153468629,0.548514425059248,0.369245488334375
14.5392007244382,33.319153468629,0.548514425059248,0.369245488334375
20.7526777234693,33.319153468629,0.548514425059248,0.369245488334375
34.8885325273134,33.319153468629,0.548514425059248,0.369245488334375
23.3529773111003,33.319153468629,0.548514425059248,0.369245488334375
9.62854714627874,33.319153468629,0.548514425059248,0.369245488334375
30.8839648124441,33.319153468629,0.548514425059248,0.369245488334375
37.842607043396,33.319153468629,0.548514425059248,0.369245488334375
20.7185783893856,33.319153468629,0.548514425059248,0.369245488334375
31.5451698511813,33.319153468629,0.548514425059248,0.369245488334375
60.6660257940227,33.319153468629,0.548514425059248,0.369245488334375
42.4914348429752,33.319153468629,0.548514425059248,0.369245488334375
60.028809073724,33.319153468629,0.548514425059248,0.369245488334375
36.3596818283849,33.319153468629,0.548514425059248,0.369245488334375
