F,mF,Isq_unweighted,Isq_weighted
32.11111111,113.7178233,0.967486184,0.967486184
36.786862,113.7178233,0.967486184,0.967486184
35.22164461,113.7178233,0.967486184,0.967486184
240.6281975,113.7178233,0.967486184,0.967486184
105.3527946,113.7178233,0.967486184,0.967486184
36.8622449,113.7178233,0.967486184,0.967486184
983.8167757,113.7178233,0.967486184,0.967486184
30.6349378,113.7178233,0.967486184,0.967486184
90.70294785,113.7178233,0.967486184,0.967486184
34.15753086,113.7178233,0.967486184,0.967486184
38.32199546,113.7178233,0.967486184,0.967486184
88.75623269,113.7178233,0.967486184,0.967486184
939.1671007,113.7178233,0.967486184,0.967486184
49.27489427,113.7178233,0.967486184,0.967486184
302.925737,113.7178233,0.967486184,0.967486184
80.52700831,113.7178233,0.967486184,0.967486184
55.27599244,113.7178233,0.967486184,0.967486184
308.2882639,113.7178233,0.967486184,0.967486184
130.1939513,113.7178233,0.967486184,0.967486184
59.02736466,113.7178233,0.967486184,0.967486184
62.36949375,113.7178233,0.967486184,0.967486184
80.16495403,113.7178233,0.967486184,0.967486184
34.71439007,113.7178233,0.967486184,0.967486184
42.10240186,113.7178233,0.967486184,0.967486184
596.3878116,113.7178233,0.967486184,0.967486184
34.65432538,113.7178233,0.967486184,0.967486184
36.77003169,113.7178233,0.967486184,0.967486184
47.84027778,113.7178233,0.967486184,0.967486184
37.4544,113.7178233,0.967486184,0.967486184
43.62950139,113.7178233,0.967486184,0.967486184
50.09341125,113.7178233,0.967486184,0.967486184
285.3686224,113.7178233,0.967486184,0.967486184
34.55145747,113.7178233,0.967486184,0.967486184
111.600263,113.7178233,0.967486184,0.967486184
30.63719606,113.7178233,0.967486184,0.967486184
81,113.7178233,0.967486184,0.967486184
279.8532031,113.7178233,0.967486184,0.967486184
80.1838843,113.7178233,0.967486184,0.967486184
315.6819903,113.7178233,0.967486184,0.967486184
44.44444444,113.7178233,0.967486184,0.967486184
304.4106648,113.7178233,0.967486184,0.967486184
258.5664,113.7178233,0.967486184,0.967486184
60.31202763,113.7178233,0.967486184,0.967486184
105.33241,113.7178233,0.967486184,0.967486184
32.82514557,113.7178233,0.967486184,0.967486184
33.81207133,113.7178233,0.967486184,0.967486184
62.74307479,113.7178233,0.967486184,0.967486184
39.375625,113.7178233,0.967486184,0.967486184
54.390625,113.7178233,0.967486184,0.967486184
55.5025,113.7178233,0.967486184,0.967486184
49,113.7178233,0.967486184,0.967486184
256.8211703,113.7178233,0.967486184,0.967486184
83.76228733,113.7178233,0.967486184,0.967486184
120.2013223,113.7178233,0.967486184,0.967486184
39.51020408,113.7178233,0.967486184,0.967486184
84.2724,113.7178233,0.967486184,0.967486184
66.830625,113.7178233,0.967486184,0.967486184
294.1225,113.7178233,0.967486184,0.967486184
42.9443187,113.7178233,0.967486184,0.967486184
86.29432133,113.7178233,0.967486184,0.967486184
36.40792876,113.7178233,0.967486184,0.967486184
183.6889995,113.7178233,0.967486184,0.967486184
40.91587396,113.7178233,0.967486184,0.967486184
55.4632964,113.7178233,0.967486184,0.967486184
357.4900549,113.7178233,0.967486184,0.967486184
623.7810827,113.7178233,0.967486184,0.967486184
84.10232005,113.7178233,0.967486184,0.967486184
47.57462196,113.7178233,0.967486184,0.967486184
42.9025,113.7178233,0.967486184,0.967486184
136.2607249,113.7178233,0.967486184,0.967486184
34.64927686,113.7178233,0.967486184,0.967486184
89.34750567,113.7178233,0.967486184,0.967486184
873.2025,113.7178233,0.967486184,0.967486184
90.88444444,113.7178233,0.967486184,0.967486184
40.84877127,113.7178233,0.967486184,0.967486184
52.3407955,113.7178233,0.967486184,0.967486184
32.59109117,113.7178233,0.967486184,0.967486184
37.515625,113.7178233,0.967486184,0.967486184
75.5161,113.7178233,0.967486184,0.967486184
52.09073724,113.7178233,0.967486184,0.967486184
48.3025,113.7178233,0.967486184,0.967486184
82.60790123,113.7178233,0.967486184,0.967486184
240.0115976,113.7178233,0.967486184,0.967486184
45.64485425,113.7178233,0.967486184,0.967486184
30.51671436,113.7178233,0.967486184,0.967486184
49.10150179,113.7178233,0.967486184,0.967486184
32.98882314,113.7178233,0.967486184,0.967486184
52.200625,113.7178233,0.967486184,0.967486184
44.89,113.7178233,0.967486184,0.967486184
83.79289941,113.7178233,0.967486184,0.967486184
62.83462225,113.7178233,0.967486184,0.967486184
32.21329438,113.7178233,0.967486184,0.967486184
45.84418403,113.7178233,0.967486184,0.967486184
1045.761462,113.7178233,0.967486184,0.967486184
38.9138322,113.7178233,0.967486184,0.967486184
209.9541858,113.7178233,0.967486184,0.967486184
52.78467305,113.7178233,0.967486184,0.967486184
37.69388859,113.7178233,0.967486184,0.967486184
43.69434071,113.7178233,0.967486184,0.967486184
49.31160494,113.7178233,0.967486184,0.967486184
39.88919668,113.7178233,0.967486184,0.967486184
61.56213018,113.7178233,0.967486184,0.967486184
46.90957636,113.7178233,0.967486184,0.967486184
33.0625,113.7178233,0.967486184,0.967486184
117.0834977,113.7178233,0.967486184,0.967486184
48.09120983,113.7178233,0.967486184,0.967486184
53.9065097,113.7178233,0.967486184,0.967486184
243.8402367,113.7178233,0.967486184,0.967486184
32.98882314,113.7178233,0.967486184,0.967486184
37.55489809,113.7178233,0.967486184,0.967486184
305.8777727,113.7178233,0.967486184,0.967486184
37.15192744,113.7178233,0.967486184,0.967486184
149.7403047,113.7178233,0.967486184,0.967486184
29.67382271,113.7178233,0.967486184,0.967486184
367.3611111,113.7178233,0.967486184,0.967486184
57.62190083,113.7178233,0.967486184,0.967486184
30.77109292,113.7178233,0.967486184,0.967486184
37.93440083,113.7178233,0.967486184,0.967486184
138.2058299,113.7178233,0.967486184,0.967486184
62.61625709,113.7178233,0.967486184,0.967486184
54.68213296,113.7178233,0.967486184,0.967486184
193.852071,113.7178233,0.967486184,0.967486184
32.8645214,113.7178233,0.967486184,0.967486184
164.8889463,113.7178233,0.967486184,0.967486184
84.70816187,113.7178233,0.967486184,0.967486184
2516.0256,113.7178233,0.967486184,0.967486184
36.57369615,113.7178233,0.967486184,0.967486184
112.7211408,113.7178233,0.967486184,0.967486184
42.81710775,113.7178233,0.967486184,0.967486184
