"F","mF","Isq_unweighted","Isq_weighted"
81.7844990548204,76.0807680215907,0.900491203652335,0.878329159393469
226.66975308642,76.0807680215907,0.900491203652335,0.878329159393469
41.5308641975309,76.0807680215907,0.900491203652335,0.878329159393469
35.5216,76.0807680215907,0.900491203652335,0.878329159393469
39.4104938271605,76.0807680215907,0.900491203652335,0.878329159393469
36,76.0807680215907,0.900491203652335,0.878329159393469
41.9085872576177,76.0807680215907,0.900491203652335,0.878329159393469
66.5512465373961,76.0807680215907,0.900491203652335,0.878329159393469
44.89,76.0807680215907,0.900491203652335,0.878329159393469
69.1921487603306,76.0807680215907,0.900491203652335,0.878329159393469
39.0625,76.0807680215907,0.900491203652335,0.878329159393469
49.7808641975309,76.0807680215907,0.900491203652335,0.878329159393469
49.7396121883657,76.0807680215907,0.900491203652335,0.878329159393469
39.4104938271605,76.0807680215907,0.900491203652335,0.878329159393469
176.89,76.0807680215907,0.900491203652335,0.878329159393469
34.81,76.0807680215907,0.900491203652335,0.878329159393469
171.901234567901,76.0807680215907,0.900491203652335,0.878329159393469
196,76.0807680215907,0.900491203652335,0.878329159393469
199.307958477509,76.0807680215907,0.900491203652335,0.878329159393469
82.2908163265306,76.0807680215907,0.900491203652335,0.878329159393469
73.1975308641975,76.0807680215907,0.900491203652335,0.878329159393469
57.0025,76.0807680215907,0.900491203652335,0.878329159393469
42.25,76.0807680215907,0.900491203652335,0.878329159393469
35.4566115702479,76.0807680215907,0.900491203652335,0.878329159393469
44.1833910034602,76.0807680215907,0.900491203652335,0.878329159393469
54.0225,76.0807680215907,0.900491203652335,0.878329159393469
68.5216049382716,76.0807680215907,0.900491203652335,0.878329159393469
197.168402777778,76.0807680215907,0.900491203652335,0.878329159393469
54.5956790123457,76.0807680215907,0.900491203652335,0.878329159393469
80.0030864197531,76.0807680215907,0.900491203652335,0.878329159393469
84.0277777777778,76.0807680215907,0.900491203652335,0.878329159393469
59.29,76.0807680215907,0.900491203652335,0.878329159393469
37.9196675900277,76.0807680215907,0.900491203652335,0.878329159393469
62.1314878892734,76.0807680215907,0.900491203652335,0.878329159393469
68.2797783933518,76.0807680215907,0.900491203652335,0.878329159393469
85.5625,76.0807680215907,0.900491203652335,0.878329159393469
41.9678638941399,76.0807680215907,0.900491203652335,0.878329159393469
38.44,76.0807680215907,0.900491203652335,0.878329159393469
40.495867768595,76.0807680215907,0.900491203652335,0.878329159393469
37.3844897959184,76.0807680215907,0.900491203652335,0.878329159393469
39.2271468144044,76.0807680215907,0.900491203652335,0.878329159393469
92.16,76.0807680215907,0.900491203652335,0.878329159393469
35.3364197530864,76.0807680215907,0.900491203652335,0.878329159393469
60.6759002770083,76.0807680215907,0.900491203652335,0.878329159393469
42.9753086419753,76.0807680215907,0.900491203652335,0.878329159393469
67.0839002267574,76.0807680215907,0.900491203652335,0.878329159393469
62.1314878892734,76.0807680215907,0.900491203652335,0.878329159393469
38.3219954648526,76.0807680215907,0.900491203652335,0.878329159393469
45.1882716049383,76.0807680215907,0.900491203652335,0.878329159393469
47.4567901234568,76.0807680215907,0.900491203652335,0.878329159393469
74.0642791551883,76.0807680215907,0.900491203652335,0.878329159393469
73.1975308641975,76.0807680215907,0.900491203652335,0.878329159393469
37.5822306238185,76.0807680215907,0.900491203652335,0.878329159393469
45.3850415512465,76.0807680215907,0.900491203652335,0.878329159393469
194.447530864198,76.0807680215907,0.900491203652335,0.878329159393469
64.6975425330813,76.0807680215907,0.900491203652335,0.878329159393469
34.8662131519274,76.0807680215907,0.900491203652335,0.878329159393469
43.81179138322,76.0807680215907,0.900491203652335,0.878329159393469
40.1111111111111,76.0807680215907,0.900491203652335,0.878329159393469
132.25,76.0807680215907,0.900491203652335,0.878329159393469
46.4876033057851,76.0807680215907,0.900491203652335,0.878329159393469
50.4847645429363,76.0807680215907,0.900491203652335,0.878329159393469
74.7716262975779,76.0807680215907,0.900491203652335,0.878329159393469
40.4496,76.0807680215907,0.900491203652335,0.878329159393469
55.0720221606648,76.0807680215907,0.900491203652335,0.878329159393469
40.1111111111111,76.0807680215907,0.900491203652335,0.878329159393469
60.7100694444445,76.0807680215907,0.900491203652335,0.878329159393469
35.3711911357341,76.0807680215907,0.900491203652335,0.878329159393469
87.1111111111111,76.0807680215907,0.900491203652335,0.878329159393469
64.9446366782007,76.0807680215907,0.900491203652335,0.878329159393469
51.1225,76.0807680215907,0.900491203652335,0.878329159393469
41.9085872576177,76.0807680215907,0.900491203652335,0.878329159393469
37.9196675900277,76.0807680215907,0.900491203652335,0.878329159393469
176.733564013841,76.0807680215907,0.900491203652335,0.878329159393469
212.545706371191,76.0807680215907,0.900491203652335,0.878329159393469
159.948096885813,76.0807680215907,0.900491203652335,0.878329159393469
54.1275510204082,76.0807680215907,0.900491203652335,0.878329159393469
64.7641723356009,76.0807680215907,0.900491203652335,0.878329159393469
39.8891966759003,76.0807680215907,0.900491203652335,0.878329159393469
