"F","mF","Isq_unweighted","Isq_weighted"
45.2561983471074,133.574607157666,0.976936372613409,0.976167423380005
60.6173469387755,133.574607157666,0.976936372613409,0.976167423380005
943.7184,133.574607157666,0.976936372613409,0.976167423380005
72.7822265625,133.574607157666,0.976936372613409,0.976167423380005
28.3176020408163,133.574607157666,0.976936372613409,0.976167423380005
151.737603305785,133.574607157666,0.976936372613409,0.976167423380005
63.3616,133.574607157666,0.976936372613409,0.976167423380005
56.25,133.574607157666,0.976936372613409,0.976167423380005
90.25,133.574607157666,0.976936372613409,0.976167423380005
25.4566115702479,133.574607157666,0.976936372613409,0.976167423380005
78.6177777777778,133.574607157666,0.976936372613409,0.976167423380005
51.5571083042193,133.574607157666,0.976936372613409,0.976167423380005
76.7709750566894,133.574607157666,0.976936372613409,0.976167423380005
18.9035916824197,133.574607157666,0.976936372613409,0.976167423380005
180.9025,133.574607157666,0.976936372613409,0.976167423380005
15.4336734693878,133.574607157666,0.976936372613409,0.976167423380005
61.6225,133.574607157666,0.976936372613409,0.976167423380005
45.1584,133.574607157666,0.976936372613409,0.976167423380005
34.6286982248521,133.574607157666,0.976936372613409,0.976167423380005
100,133.574607157666,0.976936372613409,0.976167423380005
444.005102040816,133.574607157666,0.976936372613409,0.976167423380005
68.6530612244898,133.574607157666,0.976936372613409,0.976167423380005
897.393194706994,133.574607157666,0.976936372613409,0.976167423380005
41.5308641975309,133.574607157666,0.976936372613409,0.976167423380005
48.7311390532544,133.574607157666,0.976936372613409,0.976167423380005
53.7777777777778,133.574607157666,0.976936372613409,0.976167423380005
26.7693761814745,133.574607157666,0.976936372613409,0.976167423380005
19.7136,133.574607157666,0.976936372613409,0.976167423380005
215.111111111111,133.574607157666,0.976936372613409,0.976167423380005
34.4517958412098,133.574607157666,0.976936372613409,0.976167423380005
89.3329864724246,133.574607157666,0.976936372613409,0.976167423380005
